"","prim_state","area","area_name","occ_code1","occ_code2","occ_title","occ_group","tot_emp","emp_prse","jobs_1000","loc_quotient","h_mean","a_mean","mean_prse","h_pct10","h_pct25","h_median","h_pct75","h_pct90","a_pct10","a_pct25","a_median","a_pct75","a_pct90","annual","hourly","quartilespread","industry"
"537","CO","19740","Denver-Aurora-Lakewood, CO","49","9051","Electrical Power-Line Installers and Repairers",NA,1300,16.1,0.901,1.1,36.24,75380,3.9,19.11,29.62,39.58,44.9,48.07,39750,61600,82320,93380,99990,NA,NA,31780,"Installation, Maintenance, and Repair Occupations"
"538","CO","19740","Denver-Aurora-Lakewood, CO","49","9052","Telecommunications Line Installers and Repairers",NA,1170,24.3,0.814,1.08,23.42,48710,6.2,14.6,17.13,21.77,28.95,36.12,30380,35620,45270,60230,75130,NA,NA,24610,"Installation, Maintenance, and Repair Occupations"
"539","CO","19740","Denver-Aurora-Lakewood, CO","49","9062","Medical Equipment Repairers",NA,540,26.3,0.378,1.23,27.84,57910,5,17.8,21.2,27.04,32.93,40.42,37020,44090,56250,68490,84070,NA,NA,24400,"Installation, Maintenance, and Repair Occupations"
"540","CO","19740","Denver-Aurora-Lakewood, CO","49","9071","Maintenance and Repair Workers, General",NA,10600,4.7,7.343,0.77,20.22,42060,1.3,12.53,15.58,18.93,24.08,29.94,26060,32410,39360,50080,62280,NA,NA,17670,"Installation, Maintenance, and Repair Occupations"
"541","CO","19740","Denver-Aurora-Lakewood, CO","49","9091","Coin, Vending, and Amusement Machine Servicers and Repairers",NA,270,23.9,0.185,0.78,18.5,38490,8.2,11.96,13.97,17.66,22.17,25.02,24880,29070,36740,46120,52050,NA,NA,17050,"Installation, Maintenance, and Repair Occupations"
"542","CO","19740","Denver-Aurora-Lakewood, CO","49","9094","Locksmiths and Safe Repairers",NA,NA,NA,NA,NA,23.92,49760,3.2,19.92,21.14,23.16,26.31,30.01,41440,43960,48170,54720,62430,NA,NA,10760,"Installation, Maintenance, and Repair Occupations"
"543","CO","19740","Denver-Aurora-Lakewood, CO","49","9096","Riggers",NA,NA,NA,NA,NA,19.91,41410,13.8,13.08,15.15,20.2,23.4,27.74,27200,31520,42020,48670,57710,NA,NA,17150,"Installation, Maintenance, and Repair Occupations"
"544","CO","19740","Denver-Aurora-Lakewood, CO","49","9098","Helpers--Installation, Maintenance, and Repair Workers",NA,550,22.6,0.378,0.48,17.13,35620,4.2,10.42,12.44,16.94,19.82,25.69,21680,25870,35240,41220,53430,NA,NA,15350,"Installation, Maintenance, and Repair Occupations"
"545","CO","19740","Denver-Aurora-Lakewood, CO","49","9099","Installation, Maintenance, and Repair Workers, All Other",NA,1780,20,1.236,1.15,17.81,37050,2.8,11.37,13.95,17.24,21.05,24.48,23660,29020,35860,43780,50920,NA,NA,14760,"Installation, Maintenance, and Repair Occupations"
"546","CO","19740","Denver-Aurora-Lakewood, CO","51","1011","First-Line Supervisors of Production and Operating Workers",NA,3390,4.1,2.349,0.55,32.05,66660,1.7,18.73,23.15,30.25,38.97,49.59,38950,48160,62930,81070,103140,NA,NA,32910,"Production Occupations"
"547","CO","19740","Denver-Aurora-Lakewood, CO","51","2028","Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",NA,2460,7.1,1.705,0.92,16.42,34150,2.7,10.51,12.91,15.64,18.86,23.84,21870,26860,32530,39230,49590,NA,NA,12370,"Production Occupations"
"548","CO","19740","Denver-Aurora-Lakewood, CO","51","2041","Structural Metal Fabricators and Fitters",NA,NA,NA,NA,NA,19.17,39870,5.9,11.66,14.69,18.51,22.91,27.99,24250,30560,38510,47650,58220,NA,NA,17090,"Production Occupations"
"549","CO","19740","Denver-Aurora-Lakewood, CO","51","2098","Assemblers and Fabricators, All Other, Including Team Assemblers",NA,5200,8.5,3.606,0.39,15.67,32600,2.1,10.32,11.81,15.13,18.34,22.78,21460,24570,31460,38140,47380,NA,NA,13570,"Production Occupations"
"550","CO","19740","Denver-Aurora-Lakewood, CO","51","3011","Bakers",NA,2090,15.6,1.449,1.13,14.04,29200,5.3,9.75,10.83,12.83,16.86,21.03,20280,22520,26680,35080,43740,NA,NA,12560,"Production Occupations"
"551","CO","19740","Denver-Aurora-Lakewood, CO","51","3021","Butchers and Meat Cutters",NA,1000,10.9,0.696,0.75,17.23,35850,2.7,12.23,13.71,16.69,20.91,23.71,25440,28510,34710,43500,49320,NA,NA,14990,"Production Occupations"
"552","CO","19740","Denver-Aurora-Lakewood, CO","51","3022","Meat, Poultry, and Fish Cutters and Trimmers",NA,280,26.8,0.194,0.18,15,31200,7.9,9.74,11.25,14.2,19.02,21.93,20260,23390,29530,39550,45620,NA,NA,16160,"Production Occupations"
"553","CO","19740","Denver-Aurora-Lakewood, CO","51","3023","Slaughterers and Meat Packers",NA,280,27.2,0.196,0.36,15.89,33050,4.2,10.15,11.5,16.37,19.48,22.16,21110,23910,34040,40520,46100,NA,NA,16610,"Production Occupations"
"554","CO","19740","Denver-Aurora-Lakewood, CO","51","3091","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",NA,320,19,0.219,1.47,14.49,30130,4.5,10.16,12.2,13.75,15.8,18.88,21130,25380,28600,32860,39270,NA,NA,7480,"Production Occupations"
"555","CO","19740","Denver-Aurora-Lakewood, CO","51","3092","Food Batchmakers",NA,1230,18.3,0.851,0.8,14.59,30350,4.2,9.66,10.49,12.26,15.02,22.86,20090,21820,25510,31250,47540,NA,NA,9430,"Production Occupations"
"556","CO","19740","Denver-Aurora-Lakewood, CO","51","3093","Food Cooking Machine Operators and Tenders",NA,190,22.1,0.131,0.56,14.85,30900,7.8,9.96,10.87,13.47,18.24,22.69,20730,22610,28010,37930,47190,NA,NA,15320,"Production Occupations"
"557","CO","19740","Denver-Aurora-Lakewood, CO","51","3099","Food Processing Workers, All Other",NA,660,23.9,0.459,1.5,12.99,27020,3.3,9.77,10.74,12.4,14.91,17.65,20320,22350,25790,31020,36720,NA,NA,8670,"Production Occupations"
"558","CO","19740","Denver-Aurora-Lakewood, CO","51","4011","Computer-Controlled Machine Tool Operators, Metal and Plastic",NA,310,13.1,0.218,0.21,19.96,41510,3.7,15.05,16.87,19.6,22.88,26.09,31310,35090,40760,47590,54260,NA,NA,12500,"Production Occupations"
"559","CO","19740","Denver-Aurora-Lakewood, CO","51","4012","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",NA,80,21.1,0.053,0.32,28.29,58840,4.8,19.5,24.15,28.21,31.59,37.38,40570,50240,58680,65720,77750,NA,NA,15480,"Production Occupations"
"560","CO","19740","Denver-Aurora-Lakewood, CO","51","4021","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",NA,430,39.3,0.295,0.57,17.56,36520,3.6,12.75,13.92,16.22,19.78,24.85,26520,28950,33730,41140,51690,NA,NA,12190,"Production Occupations"
"561","CO","19740","Denver-Aurora-Lakewood, CO","51","4023","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",NA,80,27.6,0.056,0.31,17.16,35690,6.5,12.89,13.8,15.33,20.5,24.02,26810,28700,31890,42640,49970,NA,NA,13940,"Production Occupations"
"562","CO","19740","Denver-Aurora-Lakewood, CO","51","4031","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",NA,790,21.9,0.548,0.41,15.04,31290,6.2,10.08,10.84,12.31,19.29,23.11,20960,22550,25590,40120,48070,NA,NA,17570,"Production Occupations"
"563","CO","19740","Denver-Aurora-Lakewood, CO","51","4033","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA,310,21,0.212,0.41,15.91,33080,6,10.94,12.49,14.5,19.83,23.13,22760,25990,30150,41250,48110,NA,NA,15260,"Production Occupations"
"564","CO","19740","Denver-Aurora-Lakewood, CO","51","4034","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA,80,29.7,0.055,0.26,16.19,33680,15,9.56,10.43,12.12,22.61,27.66,19890,21690,25220,47020,57520,NA,NA,25330,"Production Occupations"
"565","CO","19740","Denver-Aurora-Lakewood, CO","51","4035","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",NA,30,30.5,0.022,0.18,21.77,45280,24.5,12.87,13.95,16.02,19.14,24.9,26770,29020,33310,39810,51790,NA,NA,10790,"Production Occupations"
"566","CO","19740","Denver-Aurora-Lakewood, CO","51","4041","Machinists",NA,1860,12.6,1.288,0.49,22.86,47550,2.7,13.12,17.05,22.63,28.14,33.73,27300,35460,47070,58520,70160,NA,NA,23060,"Production Occupations"
"567","CO","19740","Denver-Aurora-Lakewood, CO","51","4051","Metal-Refining Furnace Operators and Tenders",NA,NA,NA,NA,NA,19.17,39870,3.5,15.18,16.26,18.06,21.74,25.04,31580,33820,37560,45220,52090,NA,NA,11400,"Production Occupations"
"568","CO","19740","Denver-Aurora-Lakewood, CO","51","4071","Foundry Mold and Coremakers",NA,50,45.2,0.032,0.32,15.92,33110,7.4,12.44,13.32,14.8,17.92,21.65,25870,27710,30790,37270,45040,NA,NA,9560,"Production Occupations"
"569","CO","19740","Denver-Aurora-Lakewood, CO","51","4081","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",NA,530,27.9,0.366,0.43,20.55,42750,8,13.11,14.78,17.86,24.92,33.79,27280,30740,37150,51820,70270,NA,NA,21080,"Production Occupations"
"570","CO","19740","Denver-Aurora-Lakewood, CO","51","4111","Tool and Die Makers",NA,NA,NA,NA,NA,24.68,51340,4.6,14.16,18.21,25.68,30.18,34.69,29450,37880,53420,62780,72160,NA,NA,24900,"Production Occupations"
"571","CO","19740","Denver-Aurora-Lakewood, CO","51","4121","Welders, Cutters, Solderers, and Brazers",NA,1890,17.8,1.307,0.49,20.9,43470,2.5,15.43,17.01,19.41,24.16,29.42,32090,35390,40370,50250,61180,NA,NA,14860,"Production Occupations"
"572","CO","19740","Denver-Aurora-Lakewood, CO","51","4122","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",NA,110,20.6,0.077,0.28,19.53,40620,8.5,11.29,13.93,20.34,24.17,28.4,23480,28970,42300,50280,59070,NA,NA,21310,"Production Occupations"
"573","CO","19740","Denver-Aurora-Lakewood, CO","51","4191","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",NA,40,30,0.025,0.18,19.78,41150,7.3,11.97,14.32,18.34,24.84,28.69,24910,29780,38140,51670,59680,NA,NA,21890,"Production Occupations"
"574","CO","19740","Denver-Aurora-Lakewood, CO","51","4193","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",NA,120,29.4,0.084,0.32,19.08,39700,9.5,11.1,13.13,18.77,23.53,29.11,23080,27310,39050,48950,60540,NA,NA,21640,"Production Occupations"
"575","CO","19740","Denver-Aurora-Lakewood, CO","51","4199","Metal Workers and Plastic Workers, All Other",NA,390,43,0.268,1.7,15.34,31910,5.9,9.42,10.18,14.79,20.14,22.84,19600,21170,30770,41880,47500,NA,NA,20710,"Production Occupations"
"576","CO","19740","Denver-Aurora-Lakewood, CO","51","5111","Prepress Technicians and Workers",NA,290,20.4,0.201,0.91,19.92,41440,6,11.55,14.65,19.17,23.74,28.39,24020,30480,39880,49380,59050,NA,NA,18900,"Production Occupations"
"577","CO","19740","Denver-Aurora-Lakewood, CO","51","5112","Printing Press Operators",NA,1830,10.3,1.27,1.06,19.66,40890,5.3,11.66,14.27,18.21,23.76,29.84,24250,29690,37870,49420,62060,NA,NA,19730,"Production Occupations"
"578","CO","19740","Denver-Aurora-Lakewood, CO","51","5113","Print Binding and Finishing Workers",NA,260,26.9,0.18,0.53,17.45,36300,4.1,11.8,13.71,16.58,21.37,24.6,24530,28520,34490,44440,51180,NA,NA,15920,"Production Occupations"
"579","CO","19740","Denver-Aurora-Lakewood, CO","51","6011","Laundry and Dry-Cleaning Workers",NA,1070,22.6,0.739,0.5,11.96,24880,1.9,9.88,10.56,11.69,13.24,14.5,20540,21960,24310,27530,30170,NA,NA,5570,"Production Occupations"
"580","CO","19740","Denver-Aurora-Lakewood, CO","51","6021","Pressers, Textile, Garment, and Related Materials",NA,410,38.9,0.287,0.96,11.42,23750,2.4,9.68,10.31,11.22,12.23,13.93,20140,21440,23350,25440,28970,NA,NA,4000,"Production Occupations"
"581","CO","19740","Denver-Aurora-Lakewood, CO","51","6031","Sewing Machine Operators",NA,890,10.6,0.615,0.64,12.91,26840,4.1,9.46,9.86,11.71,14.87,18.15,19680,20500,24360,30930,37750,NA,NA,10430,"Production Occupations"
"582","CO","19740","Denver-Aurora-Lakewood, CO","51","6051","Sewers, Hand",NA,40,19.2,0.026,0.59,16.6,34530,4.8,11.36,15.44,17.04,18.65,20.43,23620,32110,35450,38780,42500,NA,NA,6670,"Production Occupations"
"583","CO","19740","Denver-Aurora-Lakewood, CO","51","6052","Tailors, Dressmakers, and Custom Sewers",NA,100,33.4,0.068,0.48,19.19,39900,5.8,13.37,15.6,19.79,22.61,24.3,27810,32440,41160,47020,50540,NA,NA,14580,"Production Occupations"
"584","CO","19740","Denver-Aurora-Lakewood, CO","51","6062","Textile Cutting Machine Setters, Operators, and Tenders",NA,90,38.9,0.065,0.66,15.62,32490,5.9,10.06,11.5,14.82,18.42,23.42,20930,23920,30820,38320,48720,NA,NA,14400,"Production Occupations"
"585","CO","19740","Denver-Aurora-Lakewood, CO","51","6093","Upholsterers",NA,180,29.6,0.126,0.55,20.09,41790,7.6,15.18,16.32,18.23,23.06,30.05,31570,33950,37930,47960,62500,NA,NA,14010,"Production Occupations"
"586","CO","19740","Denver-Aurora-Lakewood, CO","51","6099","Textile, Apparel, and Furnishings Workers, All Other",NA,NA,NA,NA,NA,13.13,27310,6.4,9.37,9.62,11.44,14.9,18.15,19490,20000,23790,30990,37760,NA,NA,10990,"Production Occupations"
"587","CO","19740","Denver-Aurora-Lakewood, CO","51","7011","Cabinetmakers and Bench Carpenters",NA,1080,19.4,0.75,1.09,17.69,36800,2.3,12.72,14.65,17.04,19.87,24.21,26460,30470,35440,41330,50360,NA,NA,10860,"Production Occupations"
"588","CO","19740","Denver-Aurora-Lakewood, CO","51","7021","Furniture Finishers",NA,230,20.4,0.161,1.31,18.17,37800,2.6,13.47,15.56,17.76,20.68,24.12,28010,32350,36940,43010,50170,NA,NA,10660,"Production Occupations"
"589","CO","19740","Denver-Aurora-Lakewood, CO","51","7041","Sawing Machine Setters, Operators, and Tenders, Wood",NA,90,23.2,0.064,0.18,14.74,30660,4.6,10.35,11.77,14.13,17.38,20.07,21530,24490,29390,36150,41730,NA,NA,11660,"Production Occupations"
"590","CO","19740","Denver-Aurora-Lakewood, CO","51","7042","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",NA,280,35.7,0.195,0.35,16.77,34890,2.1,12.54,13.83,16.47,19.6,22.47,26090,28760,34250,40760,46740,NA,NA,12000,"Production Occupations"
"591","CO","19740","Denver-Aurora-Lakewood, CO","51","8012","Power Distributors and Dispatchers",NA,NA,NA,NA,NA,40.46,84150,4.7,28.14,33.69,42.27,46.93,50.32,58530,70070,87930,97620,104670,NA,NA,27550,"Production Occupations"
"592","CO","19740","Denver-Aurora-Lakewood, CO","51","8013","Power Plant Operators",NA,170,19.7,0.116,0.48,37.41,77800,3.8,26.5,30.75,39.44,44.52,47.57,55120,63950,82030,92600,98940,NA,NA,28650,"Production Occupations"
"593","CO","19740","Denver-Aurora-Lakewood, CO","51","8021","Stationary Engineers and Boiler Operators",NA,NA,NA,NA,NA,27.72,57650,5.5,16.33,19.64,25.7,30.95,38.47,33960,40860,53450,64380,80010,NA,NA,23520,"Production Occupations"
"594","CO","19740","Denver-Aurora-Lakewood, CO","51","8031","Water and Wastewater Treatment Plant and System Operators",NA,590,7.9,0.408,0.49,27.78,57790,1.9,19.8,22.81,27.64,32.64,37.3,41170,47440,57490,67880,77580,NA,NA,20440,"Production Occupations"
"595","CO","19740","Denver-Aurora-Lakewood, CO","51","8092","Gas Plant Operators",NA,210,18.9,0.143,1.37,35.16,73130,1.7,26.56,29.54,34.22,38.97,47.13,55250,61440,71180,81050,98020,NA,NA,19610,"Production Occupations"
"596","CO","19740","Denver-Aurora-Lakewood, CO","51","8093","Petroleum Pump System Operators, Refinery Operators, and Gaugers",NA,290,20.9,0.202,0.74,38.1,79250,5.5,26.46,31.93,40.31,44.79,47.52,55030,66420,83840,93170,98850,NA,NA,26750,"Production Occupations"
"597","CO","19740","Denver-Aurora-Lakewood, CO","51","8099","Plant and System Operators, All Other",NA,570,31.5,0.398,4.59,26.18,54440,6,13.27,18.93,27,31.17,38.21,27600,39380,56160,64830,79480,NA,NA,25450,"Production Occupations"
"598","CO","19740","Denver-Aurora-Lakewood, CO","51","9011","Chemical Equipment Operators and Tenders",NA,370,22.7,0.253,0.46,18.71,38910,4.9,12.56,14.6,17.54,21.75,27.85,26120,30360,36490,45240,57920,NA,NA,14880,"Production Occupations"
"599","CO","19740","Denver-Aurora-Lakewood, CO","51","9012","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",NA,770,39,0.535,1.57,17.69,36790,7.4,11.48,13.17,15.84,21.75,27.7,23870,27390,32950,45240,57620,NA,NA,17850,"Production Occupations"
"600","CO","19740","Denver-Aurora-Lakewood, CO","51","9021","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",NA,310,21.8,0.216,0.98,18.46,38400,4.6,12.81,15.17,17.56,21.53,25.18,26640,31560,36520,44780,52370,NA,NA,13220,"Production Occupations"
"601","CO","19740","Denver-Aurora-Lakewood, CO","51","9022","Grinding and Polishing Workers, Hand",NA,60,41.6,0.043,0.2,13.52,28120,4,11.24,12.25,13.26,14.27,15.61,23370,25490,27590,29680,32470,NA,NA,4190,"Production Occupations"
"602","CO","19740","Denver-Aurora-Lakewood, CO","51","9023","Mixing and Blending Machine Setters, Operators, and Tenders",NA,430,21.7,0.297,0.33,17.57,36550,9.4,11.67,13.12,15.31,18.67,31.24,24270,27290,31840,38830,64980,NA,NA,11540,"Production Occupations"
"603","CO","19740","Denver-Aurora-Lakewood, CO","51","9031","Cutters and Trimmers, Hand",NA,80,16.7,0.057,0.67,13.83,28780,2.3,9.58,10.35,12.63,16.85,19.05,19930,21520,26280,35050,39630,NA,NA,13530,"Production Occupations"
"604","CO","19740","Denver-Aurora-Lakewood, CO","51","9032","Cutting and Slicing Machine Setters, Operators, and Tenders",NA,520,25.2,0.36,0.85,16.99,35350,2.5,12.49,13.91,16.32,18.91,23.78,25990,28930,33940,39340,49460,NA,NA,10410,"Production Occupations"
"605","CO","19740","Denver-Aurora-Lakewood, CO","51","9041","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",NA,380,11.1,0.263,0.49,17.38,36160,2.1,12.52,14.29,16.67,19.25,24.05,26050,29730,34670,40040,50030,NA,NA,10310,"Production Occupations"
"606","CO","19740","Denver-Aurora-Lakewood, CO","51","9051","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",NA,70,4.8,0.051,0.4,20.9,43470,3.3,15.01,16.6,19.12,23.73,28.87,31210,34530,39760,49360,60040,NA,NA,14830,"Production Occupations"
"607","CO","19740","Denver-Aurora-Lakewood, CO","51","9061","Inspectors, Testers, Sorters, Samplers, and Weighers",NA,2900,7.4,2.012,0.53,20.69,43040,3,10.63,14.4,19.33,25.44,32.12,22120,29960,40200,52910,66800,NA,NA,22950,"Production Occupations"
"608","CO","19740","Denver-Aurora-Lakewood, CO","51","9081","Dental Laboratory Technicians",NA,320,27.4,0.224,0.89,20.86,43400,5.1,13.21,16.29,20.33,25.2,29.76,27480,33880,42290,52420,61900,NA,NA,18540,"Production Occupations"
"609","CO","19740","Denver-Aurora-Lakewood, CO","51","9082","Medical Appliance Technicians",NA,NA,NA,NA,NA,24.13,50180,6.9,14.39,19.07,25.35,29.03,32.3,29930,39660,52720,60380,67190,NA,NA,20720,"Production Occupations"
"610","CO","19740","Denver-Aurora-Lakewood, CO","51","9083","Ophthalmic Laboratory Technicians",NA,370,38.4,0.259,1.22,18.83,39160,5.3,10.6,11.97,16.29,19.57,41.06,22040,24910,33870,40700,85410,NA,NA,15790,"Production Occupations"
"611","CO","19740","Denver-Aurora-Lakewood, CO","51","9111","Packaging and Filling Machine Operators and Tenders",NA,2970,23.6,2.055,0.75,17.54,36490,4,10.51,12.82,16.28,21.97,25.8,21870,26660,33860,45690,53660,NA,NA,19030,"Production Occupations"
"612","CO","19740","Denver-Aurora-Lakewood, CO","51","9121","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",NA,600,10.8,0.414,0.68,17.97,37380,6.1,11.65,13.76,16.85,21.93,27.23,24240,28630,35040,45620,56650,NA,NA,16990,"Production Occupations"
"613","CO","19740","Denver-Aurora-Lakewood, CO","51","9122","Painters, Transportation Equipment",NA,550,26.3,0.382,1.03,26.26,54620,20.4,10.94,13.24,16.55,24.99,38.48,22760,27540,34420,51990,80040,NA,NA,24450,"Production Occupations"
"614","CO","19740","Denver-Aurora-Lakewood, CO","51","9123","Painting, Coating, and Decorating Workers",NA,NA,NA,NA,NA,16.93,35210,10.2,10.85,14.63,17.08,19.04,23.62,22570,30430,35530,39590,49120,NA,NA,9160,"Production Occupations"
"615","CO","19740","Denver-Aurora-Lakewood, CO","51","9141","Semiconductor Processors",NA,NA,NA,NA,NA,18.72,38940,4.3,13.98,15.86,17.95,21.15,24.73,29070,32990,37340,43990,51440,NA,NA,11000,"Production Occupations"
"616","CO","19740","Denver-Aurora-Lakewood, CO","51","9151","Photographic Process Workers and Processing Machine Operators",NA,160,43.5,0.108,0.69,14.24,29610,5.4,10.19,11.41,13.36,15.7,19.12,21200,23730,27790,32670,39770,NA,NA,8940,"Production Occupations"
"617","CO","19740","Denver-Aurora-Lakewood, CO","51","9191","Adhesive Bonding Machine Operators and Tenders",NA,NA,NA,NA,NA,16.88,35100,5.3,12.66,14.01,16.35,18.25,21.08,26330,29140,34010,37970,43840,NA,NA,8830,"Production Occupations"
"618","CO","19740","Denver-Aurora-Lakewood, CO","51","9192","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",NA,40,40,0.03,0.25,18.16,37760,5,11.49,14.64,18.21,21.72,24.19,23890,30450,37880,45170,50320,NA,NA,14720,"Production Occupations"
"619","CO","19740","Denver-Aurora-Lakewood, CO","51","9195","Molders, Shapers, and Casters, Except Metal and Plastic",NA,140,26.3,0.1,0.34,18.84,39190,4.8,15.57,16.45,17.92,19.45,23.87,32380,34220,37280,40450,49650,NA,NA,6230,"Production Occupations"
"620","CO","19740","Denver-Aurora-Lakewood, CO","51","9196","Paper Goods Machine Setters, Operators, and Tenders",NA,NA,NA,NA,NA,17.08,35530,6.1,11.33,13.39,16.22,20.32,24.49,23570,27850,33730,42260,50940,NA,NA,14410,"Production Occupations"
"621","CO","19740","Denver-Aurora-Lakewood, CO","51","9198","Helpers--Production Workers",NA,2320,9.6,1.605,0.57,13.19,27440,6.6,9.43,9.64,11.72,14.72,18.3,19620,20050,24370,30610,38070,NA,NA,10560,"Production Occupations"
"622","CO","19740","Denver-Aurora-Lakewood, CO","51","9199","Production Workers, All Other",NA,690,14.9,0.475,0.26,18.18,37820,4,10.71,13.34,17.53,22.45,26.85,22270,27740,36460,46700,55840,NA,NA,18960,"Production Occupations"
"623","CO","19740","Denver-Aurora-Lakewood, CO","53","1011","Aircraft Cargo Handling Supervisors",NA,260,26.6,0.178,3.07,25.34,52700,3.9,15.96,18.68,22.74,30.58,40.15,33200,38850,47290,63610,83500,NA,NA,24760,"Transportation and Material Moving Occupations"
"624","CO","19740","Denver-Aurora-Lakewood, CO","53","1048","First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",NA,3250,5.7,2.249,0.81,28.41,59090,1.6,16.57,19.89,27.73,34.77,41.17,34460,41370,57670,72310,85630,NA,NA,30940,"Transportation and Material Moving Occupations"
"625","CO","19740","Denver-Aurora-Lakewood, CO","53","2011","Airline Pilots, Copilots, and Flight Engineers",NA,2930,26.4,2.032,3.45,NA,216310,9.9,NA,NA,NA,NA,NA,119800,154540,199320,208000,208000,"TRUE",NA,53460,"Transportation and Material Moving Occupations"
"626","CO","19740","Denver-Aurora-Lakewood, CO","53","2012","Commercial Pilots",NA,490,16.8,0.341,1.26,NA,89320,3.2,NA,NA,NA,NA,NA,51350,66940,84160,108810,137130,"TRUE",NA,41870,"Transportation and Material Moving Occupations"
"627","CO","19740","Denver-Aurora-Lakewood, CO","53","2022","Airfield Operations Specialists",NA,60,11.9,0.042,0.62,27.53,57260,2.7,20.3,24.64,27.84,30.96,34.73,42230,51260,57900,64390,72240,NA,NA,13130,"Transportation and Material Moving Occupations"
"628","CO","19740","Denver-Aurora-Lakewood, CO","53","2031","Flight Attendants",NA,3770,23.8,2.61,3.13,NA,46080,3.1,NA,NA,NA,NA,NA,27350,34250,46780,55230,65400,"TRUE",NA,20980,"Transportation and Material Moving Occupations"
"629","CO","19740","Denver-Aurora-Lakewood, CO","53","3021","Bus Drivers, Transit and Intercity",NA,1970,12.5,1.365,1.1,18.96,39440,2.8,15.33,16.74,18.68,21.76,24.13,31890,34820,38850,45260,50200,NA,NA,10440,"Transportation and Material Moving Occupations"
"630","CO","19740","Denver-Aurora-Lakewood, CO","53","3022","Bus Drivers, School or Special Client",NA,3100,6.9,2.146,0.6,17.22,35810,3.1,12.65,14.71,17.12,19.31,22.95,26320,30600,35620,40160,47730,NA,NA,9560,"Transportation and Material Moving Occupations"
"631","CO","19740","Denver-Aurora-Lakewood, CO","53","3031","Driver/Sales Workers",NA,NA,NA,NA,NA,17.91,37250,9,9.44,9.65,15.55,24.23,30.78,19630,20070,32330,50400,64010,NA,NA,30330,"Transportation and Material Moving Occupations"
"632","CO","19740","Denver-Aurora-Lakewood, CO","53","3032","Heavy and Tractor-Trailer Truck Drivers",NA,12150,5.9,8.418,0.69,23.53,48940,2.1,15.27,18.44,22.67,27.59,32.78,31750,38350,47160,57380,68190,NA,NA,19030,"Transportation and Material Moving Occupations"
"633","CO","19740","Denver-Aurora-Lakewood, CO","53","3033","Light Truck or Delivery Services Drivers",NA,10480,7,7.263,1.18,19.14,39810,4.2,10.86,13.91,17.79,23.07,30.11,22590,28920,37000,47990,62630,NA,NA,19070,"Transportation and Material Moving Occupations"
"634","CO","19740","Denver-Aurora-Lakewood, CO","53","3041","Taxi Drivers and Chauffeurs",NA,1250,29,0.864,0.62,14.29,29710,4.8,9.57,11.39,14.27,16.95,18.72,19910,23700,29680,35260,38930,NA,NA,11560,"Transportation and Material Moving Occupations"
"635","CO","19740","Denver-Aurora-Lakewood, CO","53","3099","Motor Vehicle Operators, All Other",NA,1630,13.6,1.127,2.82,13.09,27230,2.9,9.48,9.95,11.57,14.2,19.35,19720,20710,24060,29550,40260,NA,NA,8840,"Transportation and Material Moving Occupations"
"636","CO","19740","Denver-Aurora-Lakewood, CO","53","6021","Parking Lot Attendants",NA,1740,11.7,1.204,1.18,11.92,24790,4.4,9.31,9.41,10.5,13.11,16.83,19360,19580,21850,27280,35010,NA,NA,7700,"Transportation and Material Moving Occupations"
"637","CO","19740","Denver-Aurora-Lakewood, CO","53","6031","Automotive and Watercraft Service Attendants",NA,1100,20.9,0.76,0.91,12.92,26880,3.1,9.61,10.18,11.67,15.13,18.66,20000,21170,24270,31480,38810,NA,NA,10310,"Transportation and Material Moving Occupations"
"638","CO","19740","Denver-Aurora-Lakewood, CO","53","6051","Transportation Inspectors",NA,280,22.4,0.195,0.92,41.67,86680,6.4,20.58,24.62,44.7,53.63,61.63,42800,51220,92970,111560,128180,NA,NA,60340,"Transportation and Material Moving Occupations"
