"","county","distcode","district","schoolcode","school","cohort","gradrate"
"779","JEFFERSON","1420","JEFFERSON COUNTY R-1","3628","Green Mountain High School","20142015","0.96356275303643701"
"780","JEFFERSON","1420","JEFFERSON COUNTY R-1","3628","Green Mountain High School","20132014","0.94422310756972105"
"781","JEFFERSON","1420","JEFFERSON COUNTY R-1","4404","Jefferson Academy","20162017","0.66666666666666596"
"782","JEFFERSON","1420","JEFFERSON COUNTY R-1","4404","Jefferson Academy","20152016","0.95833333333333304"
"783","JEFFERSON","1420","JEFFERSON COUNTY R-1","4404","Jefferson Academy","20142015","0.91304347826086896"
"784","JEFFERSON","1420","JEFFERSON COUNTY R-1","4404","Jefferson Academy","20132014","1"
"785","JEFFERSON","1420","JEFFERSON COUNTY R-1","4408","Jeffco'S 21st Century Virtual Academy","20162017","0.30188679245283001"
"786","JEFFERSON","1420","JEFFERSON COUNTY R-1","4408","Jeffco'S 21st Century Virtual Academy","20152016","0.435714285714285"
"787","JEFFERSON","1420","JEFFERSON COUNTY R-1","4408","Jeffco'S 21st Century Virtual Academy","20142015","0.452554744525547"
"788","JEFFERSON","1420","JEFFERSON COUNTY R-1","4408","Jeffco'S 21st Century Virtual Academy","20132014","0.46341463414634099"
"789","JEFFERSON","1420","JEFFERSON COUNTY R-1","4410","Jefferson Academy High School","20162017","1"
"790","JEFFERSON","1420","JEFFERSON COUNTY R-1","4410","Jefferson Academy High School","20152016","1"
"791","JEFFERSON","1420","JEFFERSON COUNTY R-1","4410","Jefferson Academy High School","20142015","1"
"792","JEFFERSON","1420","JEFFERSON COUNTY R-1","4410","Jefferson Academy High School","20132014","0.974683544303797"
"793","JEFFERSON","1420","JEFFERSON COUNTY R-1","4422","Jefferson Junior/Senior High School","20162017","0.75"
"794","JEFFERSON","1420","JEFFERSON COUNTY R-1","4422","Jefferson Junior/Senior High School","20152016","0.87826086956521698"
"795","JEFFERSON","1420","JEFFERSON COUNTY R-1","4422","Jefferson Junior/Senior High School","20142015","0.79629629629629595"
"796","JEFFERSON","1420","JEFFERSON COUNTY R-1","4422","Jefferson Junior/Senior High School","20132014","0.83703703703703702"
"797","JEFFERSON","1420","JEFFERSON COUNTY R-1","4798","Connections Learning Center On The Earle Johnson Campus","20162017","0"
"798","JEFFERSON","1420","JEFFERSON COUNTY R-1","4798","Connections Learning Center On The Earle Johnson Campus","20152016","0"
"799","JEFFERSON","1420","JEFFERSON COUNTY R-1","4798","Connections Learning Center On The Earle Johnson Campus","20142015","0"
"800","JEFFERSON","1420","JEFFERSON COUNTY R-1","4798","Connections Learning Center On The Earle Johnson Campus","20132014","0"
"801","JEFFERSON","1420","JEFFERSON COUNTY R-1","4942","Lakewood High School","20162017","0.93237704918032704"
"802","JEFFERSON","1420","JEFFERSON COUNTY R-1","4942","Lakewood High School","20152016","0.93275488069414303"
"803","JEFFERSON","1420","JEFFERSON COUNTY R-1","4942","Lakewood High School","20142015","0.927947598253275"
"804","JEFFERSON","1420","JEFFERSON COUNTY R-1","4942","Lakewood High School","20132014","0.95444685466377399"
"805","JEFFERSON","1420","JEFFERSON COUNTY R-1","5415","Rocky Mountain Deaf School","20162017","1"
"806","JEFFERSON","1420","JEFFERSON COUNTY R-1","5415","Rocky Mountain Deaf School","20152016","1"
"807","JEFFERSON","1420","JEFFERSON COUNTY R-1","5415","Rocky Mountain Deaf School","20142015","0.8"
"808","JEFFERSON","1420","JEFFERSON COUNTY R-1","5415","Rocky Mountain Deaf School","20132014","1"
"809","JEFFERSON","1420","JEFFERSON COUNTY R-1","5623","Longview High School","20162017","0.47826086956521702"
"810","JEFFERSON","1420","JEFFERSON COUNTY R-1","5623","Longview High School","20152016","0.62962962962962898"
"811","JEFFERSON","1420","JEFFERSON COUNTY R-1","5623","Longview High School","20142015","0.76470588235294101"
"812","JEFFERSON","1420","JEFFERSON COUNTY R-1","5623","Longview High School","20132014","0.8125"
"813","JEFFERSON","1420","JEFFERSON COUNTY R-1","5892","Miller Special Education","20162017","0"
"814","JEFFERSON","1420","JEFFERSON COUNTY R-1","5892","Miller Special Education","20152016","0.25"
"815","JEFFERSON","1420","JEFFERSON COUNTY R-1","5892","Miller Special Education","20142015","0"
"816","JEFFERSON","1420","JEFFERSON COUNTY R-1","5892","Miller Special Education","20132014","1"
"817","JEFFERSON","1420","JEFFERSON COUNTY R-1","6237","New America School","20162017","0.18181818181818099"
"818","JEFFERSON","1420","JEFFERSON COUNTY R-1","6237","New America School","20152016","0.33333333333333298"
"819","JEFFERSON","1420","JEFFERSON COUNTY R-1","6237","New America School","20142015","0.29464285714285698"
"820","JEFFERSON","1420","JEFFERSON COUNTY R-1","6237","New America School","20132014","0.28467153284671498"
"821","JEFFERSON","1420","JEFFERSON COUNTY R-1","6541","Jefferson County Open Secondary","20162017","0.407407407407407"
"822","JEFFERSON","1420","JEFFERSON COUNTY R-1","6541","Jefferson County Open Secondary","20152016","0.82608695652173902"
"823","JEFFERSON","1420","JEFFERSON COUNTY R-1","6541","Jefferson County Open Secondary","20142015","0.81132075471698095"
"824","JEFFERSON","1420","JEFFERSON COUNTY R-1","6541","Jefferson County Open Secondary","20132014","0.81632653061224403"
"825","JEFFERSON","1420","JEFFERSON COUNTY R-1","7114","Pomona High School","20162017","0.89090909090908998"
"826","JEFFERSON","1420","JEFFERSON COUNTY R-1","7114","Pomona High School","20152016","0.92105263157894701"
"827","JEFFERSON","1420","JEFFERSON COUNTY R-1","7114","Pomona High School","20142015","0.92553191489361697"
"828","JEFFERSON","1420","JEFFERSON COUNTY R-1","7114","Pomona High School","20132014","0.936746987951807"
"829","JEFFERSON","1420","JEFFERSON COUNTY R-1","7239","Ralston Valley Senior High School","20162017","0.96235294117646997"
"830","JEFFERSON","1420","JEFFERSON COUNTY R-1","7239","Ralston Valley Senior High School","20152016","0.97260273972602695"
"831","JEFFERSON","1420","JEFFERSON COUNTY R-1","7239","Ralston Valley Senior High School","20142015","0.97129186602870798"
"832","JEFFERSON","1420","JEFFERSON COUNTY R-1","7239","Ralston Valley Senior High School","20132014","0.96173469387755095"
"833","JEFFERSON","1420","JEFFERSON COUNTY R-1","7701","Collegiate Academy Of Colorado","20162017","0.71428571428571397"
"834","JEFFERSON","1420","JEFFERSON COUNTY R-1","7701","Collegiate Academy Of Colorado","20152016","0.83333333333333304"
"835","JEFFERSON","1420","JEFFERSON COUNTY R-1","7701","Collegiate Academy Of Colorado","20142015","0.96428571428571397"
"836","JEFFERSON","1420","JEFFERSON COUNTY R-1","7701","Collegiate Academy Of Colorado","20132014","0.84615384615384603"
"837","JEFFERSON","1420","JEFFERSON COUNTY R-1","8036","Sobesky Academy","20162017","0.27272727272727199"
"838","JEFFERSON","1420","JEFFERSON COUNTY R-1","8036","Sobesky Academy","20152016","0.625"
"839","JEFFERSON","1420","JEFFERSON COUNTY R-1","8036","Sobesky Academy","20142015","0.5"
"840","JEFFERSON","1420","JEFFERSON COUNTY R-1","8036","Sobesky Academy","20132014","0.5"
"841","JEFFERSON","1420","JEFFERSON COUNTY R-1","8209","Standley Lake High School","20162017","0.88405797101449202"
"842","JEFFERSON","1420","JEFFERSON COUNTY R-1","8209","Standley Lake High School","20152016","0.87197231833910005"
"843","JEFFERSON","1420","JEFFERSON COUNTY R-1","8209","Standley Lake High School","20142015","0.90214067278287402"
"844","JEFFERSON","1420","JEFFERSON COUNTY R-1","8209","Standley Lake High School","20132014","0.92024539877300604"
"845","JEFFERSON","1420","JEFFERSON COUNTY R-1","8793","Two Roads Charter School","20162017","0.72"
"846","JEFFERSON","1420","JEFFERSON COUNTY R-1","8793","Two Roads Charter School","20152016","0.87878787878787801"
"847","JEFFERSON","1420","JEFFERSON COUNTY R-1","8793","Two Roads Charter School","20142015","0.96875"
"848","JEFFERSON","1420","JEFFERSON COUNTY R-1","8793","Two Roads Charter School","20132014","0.94117647058823495"
"849","JEFFERSON","1420","JEFFERSON COUNTY R-1","9234","Warren Tech Central","20162017","0"
"850","JEFFERSON","1420","JEFFERSON COUNTY R-1","9234","Warren Tech Central","20152016","0"
"851","JEFFERSON","1420","JEFFERSON COUNTY R-1","9234","Warren Tech Central","20142015","0"
"852","JEFFERSON","1420","JEFFERSON COUNTY R-1","9234","Warren Tech Central","20132014","0"
"853","JEFFERSON","1420","JEFFERSON COUNTY R-1","9245","Warren Tech North","20162017","0"
"854","JEFFERSON","1420","JEFFERSON COUNTY R-1","9245","Warren Tech North","20152016","0"
"855","JEFFERSON","1420","JEFFERSON COUNTY R-1","9245","Warren Tech North","20142015","0"
"856","JEFFERSON","1420","JEFFERSON COUNTY R-1","9245","Warren Tech North","20132014","0"
"857","JEFFERSON","1420","JEFFERSON COUNTY R-1","9510","Wheat Ridge High School","20162017","0.83941605839416"
"858","JEFFERSON","1420","JEFFERSON COUNTY R-1","9510","Wheat Ridge High School","20152016","0.81318681318681296"
"859","JEFFERSON","1420","JEFFERSON COUNTY R-1","9510","Wheat Ridge High School","20142015","0.88"
"860","JEFFERSON","1420","JEFFERSON COUNTY R-1","9510","Wheat Ridge High School","20132014","0.87333333333333296"
"861","JEFFERSON","1420","JEFFERSON COUNTY R-1","9998","DISTRICT TOTAL","20162017","0.83474443399184595"
"862","JEFFERSON","1420","JEFFERSON COUNTY R-1","9998","DISTRICT TOTAL","20152016","0.86834342493401595"
"863","JEFFERSON","1420","JEFFERSON COUNTY R-1","9998","DISTRICT TOTAL","20142015","0.88153417878131701"
"864","JEFFERSON","1420","JEFFERSON COUNTY R-1","9998","DISTRICT TOTAL","20132014","0.88467589679043401"
