id,geoid10,nhid,nhname,createdAt,updatedAt
592,8041000102,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
593,8041000202,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
594,8041000203,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
595,8041000301,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
596,8041000302,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
597,8041000400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
598,8041000500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
599,8041000600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
600,8041000700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
601,8041000800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
602,8041000900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
603,8041001000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
604,8041001101,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
605,8041001104,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
606,8041001301,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
607,8041001302,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
608,8041001400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
609,8041001500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
610,8041001600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
612,8041001800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
613,8041001900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
614,8041002000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
615,8041002101,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
616,8041002102,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
617,8041002200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
618,8041002300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
619,8041002400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
620,8041002501,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
621,8041002502,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
622,8041002700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
623,8041002800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
624,8041002900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
625,8041003000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
626,8041003100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
627,8041003303,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
628,8041003305,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
629,8041003306,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
630,8041003307,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
631,8041003308,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
632,8041003400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
633,8041003701,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
634,8041003702,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
635,8041003705,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
636,8041003706,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
637,8041003707,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
638,8041003708,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
639,8041003709,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
640,8041003801,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
641,8041003802,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
642,8041003902,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
643,8041003905,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
644,8041003906,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
645,8041003909,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
646,8041004008,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
647,8041004009,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
648,8041004100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
649,8041004200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
650,8041004300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
651,8041004401,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
652,8041004402,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
653,8041004403,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
654,8041004501,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
655,8041004502,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
656,8041004503,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
657,8041004506,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
658,8041004507,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
659,8041004508,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
660,8041004510,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
661,8041004511,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
662,8041004601,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
663,8041004602,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
664,8041004603,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
665,8041004701,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
666,8041004702,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
667,8041004703,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
668,8041004705,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
669,8041004706,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
670,8041004800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
671,8041004901,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
672,8041004902,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
673,8041005000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
674,8041005104,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
675,8041005105,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
676,8041005106,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
677,8041005107,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
678,8041005108,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
679,8041005109,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
680,8041005110,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
681,8041005111,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
682,8041005201,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
683,8041005202,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
684,8041005300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
685,8041005400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
686,8041005501,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
687,8041005502,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
688,8041005601,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
689,8041005602,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
690,8041005700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
691,8041005800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
692,8041005900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
693,8041006000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
694,8041006100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
695,8041006200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
696,8041006301,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
697,8041006302,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
698,8041006400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
699,8041006501,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
700,8041006502,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
701,8041006600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
702,8041006700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
703,8041006801,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
704,8041006802,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
705,8041006901,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
706,8041006902,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
707,8041007000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
708,8041007101,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
709,8041007102,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
710,8041007201,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
711,8041007202,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
712,8041007300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
713,8041007400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
714,8041007500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
715,8041007601,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
716,8041007602,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
717,8041007700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
718,8041007800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
719,8041007900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
720,8041008000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
721,8043978100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
722,8043978200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
723,8043978300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
724,8043978400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
725,8043978500,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
726,8043978600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
727,8043978800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
728,8043979000,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
729,8043979100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
730,8043979200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
731,8043979400,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
732,8043980100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
733,8043980200,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
734,8043980300,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
735,8045951600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
736,8045951701,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
737,8045951702,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
738,8045951802,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
739,8045951803,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
740,8045951804,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
741,8045951901,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
742,8045951902,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
743,8045952001,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
744,8045952002,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
745,8045952100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
746,8047013800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
747,8049000100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
748,8049000201,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
749,8049000202,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
750,8051963600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
751,8051963700,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
752,8051963800,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
753,8051963900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
754,8053973100,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
755,8055960600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
756,8055960900,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
757,8057955600,,,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
758,8059009806,225,"'"Applewood",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
759,8059009807,264,Northwest Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
760,8059009808,246,Golden Gate Canyon and Coal Creek Canyon,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
761,8059009815,131,South Standley Lake,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
762,8059009823,224,"'"Walnut Grove",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
763,8059009824,224,"'"Walnut Grove",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
764,8059009827,257,"'"Oakhurst Park",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
765,8059009828,257,"'"Oakhurst Park",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
766,8059009829,237,North StandleyLake Open Space Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
767,8059009830,251,Dover Square Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
768,8059009831,251,Dover Square Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
769,8059009832,130,Far Horizons,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
770,8059009833,141,Lake Arbor,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
771,8059009834,148,Pomona,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
772,8059009835,300,Southwest Standley Lake,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
773,8059009836,140,Van Aredale and Harvest,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
774,8059009837,137,Leyden,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
775,8059009838,260,Westwoods Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
776,8059009839,259,"'"Yankee Doodle Park",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
777,8059009840,259,"'"Yankee Doodle Park",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
778,8059009841,133,Northwest Arvada,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
779,8059009842,262,Long Lake Ranch Park and North Table Mountain,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
780,8059009843,262,Long Lake Ranch Park and North Table Mountain,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
781,8059009845,230,Genesee Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
782,8059009846,230,Genesee Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
783,8059009847,231,Bell Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
784,8059009848,248,Elk Meadow Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
785,8059009849,227,"'"Lakota Hills",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
786,8059009850,230,Genesee Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
787,8059009851,139,Wyndam Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
788,8059009852,261,Ralston,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
789,8059009900,227,"'"Lakota Hills",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
790,8059010000,227,"'"Lakota Hills",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
791,8059010100,226,East Old Golden RD,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
792,8059010205,132,Sierra Vista,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
793,8059010206,147,Clubcrest,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
794,8059010208,143,Hackberry Hill,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
795,8059010209,299,"'"Highlands",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
796,8059010210,146,Scenic Heights,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
797,8059010211,258,Arvada Center,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
798,8059010212,144,Larmar Heights,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
799,8059010213,145,Homestead Park and Columbine,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
800,8059010303,133,Northwest Arvada,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
801,8059010304,134,Alta Vista and Memorial Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
802,8059010305,134,Alta Vista and Memorial Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
803,8059010306,135,Allendale,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
804,8059010307,135,Allendale,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
805,8059010308,136,"'"Skiline",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
806,8059010402,136,"'"Skiline",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
807,8059010403,228,"'"Fruitdale",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
808,8059010405,145,Homestead Park and Columbine,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
809,8059010406,145,Homestead Park and Columbine,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
810,8059010502,265,Northeast Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
811,8059010503,264,Northwest Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
812,8059010504,264,Northwest Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
813,8059010603,265,Northeast Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
814,8059010604,229,"'"Apel Bacher Park",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
815,8059010701,265,Northeast Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
816,8059010702,265,Northeast Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
817,8059010801,264,Northwest Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
818,8059010901,264,Northwest Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
819,8059010902,264,Northwest Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
820,8059011000,263,Charles Whitlock Rec Park and Morse Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
821,8059011100,264,Northwest Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
822,8059011202,266,"'"Okane Park",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
823,8059011300,265,Northeast Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
824,8059011401,265,Northeast Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
825,8059011402,265,Northeast Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
826,8059011550,265,Northeast Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
827,8059011601,266,"'"Okane Park",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
828,8059011602,266,"'"Okane Park",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
829,8059011701,268,South Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
830,8059011702,268,South Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
831,8059011708,267,Hayden Green Mountain Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
832,8059011709,268,South Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
833,8059011710,268,South Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
834,8059011711,267,Hayden Green Mountain Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
835,8059011712,267,Hayden Green Mountain Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
836,8059011720,267,Hayden Green Mountain Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
837,8059011721,267,Hayden Green Mountain Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
838,8059011723,267,Hayden Green Mountain Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
839,8059011724,267,Hayden Green Mountain Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
840,8059011725,267,Hayden Green Mountain Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
841,8059011726,223,Hutchinson Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
842,8059011727,268,South Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
843,8059011728,268,South Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
844,8059011729,268,South Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
845,8059011730,268,South Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
846,8059011731,268,South Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
847,8059011732,267,Hayden Green Mountain Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
848,8059011733,267,Hayden Green Mountain Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
849,8059011803,268,South Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
850,8059011804,268,South Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
851,8059011805,266,"'"Okane Park",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
852,8059011806,266,"'"Okane Park",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
853,8059011904,242,Mount Carbon Park and Westgate,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
854,8059011951,268,South Lakewood,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
855,8059012022,238,Ken Caryl Ranch,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
856,8059012023,245,"'"Hine Lake",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
857,8059012024,238,Ken Caryl Ranch,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
858,8059012026,231,Bell Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
859,8059012027,249,Mount Falcon Canyon Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
860,8059012030,232,Alder-Three Sisters Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
861,8059012031,252,Shadow Mountain,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
862,8059012032,250,Berrian Mountain,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
863,8059012033,256,Meyer Ranch Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
864,8059012034,238,Ken Caryl Ranch,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
865,8059012035,238,Ken Caryl Ranch,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
866,8059012036,254,Deer Creek Canyon Park and James Q Newton Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
867,8059012037,253,Pine Junction Area and Kings Valley,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
868,8059012038,243,"'"Harriman Lake",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
869,8059012039,243,"'"Harriman Lake",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
870,8059012041,243,"'"Harriman Lake",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
871,8059012042,243,"'"Harriman Lake",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
872,8059012043,243,"'"Harriman Lake",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
873,8059012044,245,"'"Hine Lake",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
874,8059012045,245,"'"Hine Lake",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
875,8059012046,245,"'"Hine Lake",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
876,8059012047,245,"'"Hine Lake",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
877,8059012048,236,Clement Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
878,8059012049,234,Bow Mar,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
879,8059012050,234,Bow Mar,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
880,8059012051,234,Bow Mar,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
881,8059012052,245,"'"Hine Lake",2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
882,8059012053,244,Wayside Meadows Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
883,8059012054,234,Bow Mar,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
884,8059012055,244,Wayside Meadows Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
885,8059012057,244,Wayside Meadows Park,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
886,8059012058,255,West Pike National Forest,2018-05-31 17:57:40.942+00,2018-05-31 17:57:40.942+00
