nhid,dist,sch_cd,School_Name,Lowest_Grade,Highest_Grade,COUNTY,geometry
226,dist3,2356,ELEVATE ACADEMY,Kindergarten,12th Grade,JEFFERSON,010100000074543541D4495AC0E8274701A2DE4340
227,dist1,7833,SHELTON ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000D4C1C1DEC44D5AC040CB65A373DC4340
227,dist2,7078,PLEASANT VIEW ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000CCE80E62674B5AC010C4245CC8DD4340
227,dist3,3393,GOLDEN VIEW CLASSICAL ACADEMY,Kindergarten,11th Grade,JEFFERSON,0101000000CC70033E3F4C5AC02866683C11DC4340
228,dist1,1869,COMPASS MONTESSORI - WHEAT RIDGE CHARTER SCHOOL,Preschool,6th Grade,JEFFERSON,01010000004C5260014C475AC010A52F849CE34340
228,dist2,6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,Preschool,8th Grade,JEFFERSON,01010000007815527E52475AC0D8BBB1A030E44340
228,dist3,6848,PENNINGTON ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,01010000003C9E961FB8465AC080423D7D04E44340
229,dist1,8223,STEVENS ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,010100000058915F3FC4445AC00894313ECCE24340
229,dist2,3088,FOSTER ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000D088D2DEE0445AC0D833846396E54340
229,dist3,9638,WILMORE DAVIS ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000305F5E807D455AC0D8BBEA01F3E24340
23,dist1,655,HIGH POINT ACADEMY,Preschool,8th Grade,ADAMS,0101000000F893313ECC305AC068D993C0E6E84340
23,dist2,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,Preschool,8th Grade,DENVER,01010000009850C1E1052F5AC04002637D03E54340
23,dist3,4950,LANDMARK ACADEMY AT REUNION,Kindergarten,8th Grade,ADAMS,0101000000CCBBEA01F3325AC000F19E03CBF14340
230,dist1,7238,RALSTON ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000F4DB9E20B1525AC0F8F09E03CBDB4340
230,dist2,7833,SHELTON ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000D4C1C1DEC44D5AC040CB65A373DC4340
230,dist3,6804,PARMALEE ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,01010000007C7E18213C515AC090E1EA0088D14340
231,dist1,9648,WILMOT ELEMENTARY SCHOOL,Preschool,5th Grade,JEFFERSON,0101000000545BEA20AF555AC0A8A17F828BCF4340
231,dist2,6804,PARMALEE ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,01010000007C7E18213C515AC090E1EA0088D14340
231,dist3,5580,MARSHDALE ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,010100000064D009A183535AC0C06A65C22FCB4340
232,dist1,9648,WILMOT ELEMENTARY SCHOOL,Preschool,5th Grade,JEFFERSON,0101000000545BEA20AF555AC0A8A17F828BCF4340
232,dist2,7462,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,Preschool,8th Grade,JEFFERSON,01010000009C32FE7DC6565AC06058A9A0A2D44340
232,dist3,5580,MARSHDALE ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,010100000064D009A183535AC0C06A65C22FCB4340
234,dist1,5036,LEAWOOD ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,01010000005CCAC0012D445AC068A69883A0CD4340
234,dist2,951,BLUE HERON ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000E8AEB321FF435AC0D8D9907F66CE4340
234,dist3,3605,GRANT RANCH ECE-8 SCHOOL,Preschool,8th Grade,DENVER,010100000070FAB31F29445AC000A6B73F17CF4340
236,dist1,1790,COLOROW ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,010100000084ABCABE2B465AC0C8B5DAC35ECC4340
236,dist2,5036,LEAWOOD ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,01010000005CCAC0012D445AC068A69883A0CD4340
236,dist3,6286,NORMANDY ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000D85AED612F445AC0E0E2E13D07CC4340
237,dist1,5350,LUKAS ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,010100000060B87361A4465AC0287D21E4BCEF4340
237,dist2,2799,EXCEL ACADEMY CHARTER SCHOOL,Kindergarten,12th Grade,JEFFERSON,0101000000A4923A014D485AC028AED51EF6EC4340
237,dist3,9678,WITT ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000344DD87E32475AC0A0DAA7E331F14340
238,dist1,7128,POWDERHORN ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,010100000038A79201A0485AC0D09717601FCD4340
238,dist2,9008,UTE MEADOWS ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000D0D03FC1C5475AC0E06C01A1F5CA4340
238,dist3,6135,MOUNT CARBON ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,01010000007C7555A016495AC0C85EB69DB6CE4340
24,dist1,418,ASHLEY ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000D8006C4084395AC0E0E253008CDF4340
24,dist2,9623,WILLIAM (BILL) ROBERTS K-8 SCHOOL,Preschool,8th Grade,DENVER,0101000000900244C18C385AC01088F4DBD7DF4340
24,dist3,6002,MONTCLAIR ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000D8CD8C7E343A5AC030ED461FF3DD4340
242,dist1,660,BEAR CREEK K-8 SCHOOL,Kindergarten,8th Grade,JEFFERSON,0101000000E03C635FB2465AC070CA87A06AD44340
242,dist2,491,ADDENBROOKE CLASSICAL GRAMMAR SCHOOL,Preschool,5th Grade,JEFFERSON,01010000009450C1E105455AC078ACC43C2BD34340
242,dist3,9412,WESTGATE ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,01010000002C2CB81FF0455AC0F88A6EBDA6D54340
243,dist1,6135,MOUNT CARBON ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,01010000007C7555A016495AC0C85EB69DB6CE4340
243,dist2,4549,KENDALLVUE ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,010100000040DAC69FA8495AC06034D6FECED04340
243,dist3,6844,PEIFFER ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000D83F16A243475AC06882531F48D04340
244,dist1,1876,CORONADO ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000848AAA5FE9455AC0C825396057C94340
244,dist2,6133,MORTENSEN ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000BC5B2041F1465AC0B0AD2D3C2FC94340
244,dist3,2322,DUTCH CREEK ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000C491955F06455AC0507633A31FCB4340
245,dist1,5994,MONTESSORI PEAKS CHARTER ACADEMY,Preschool,8th Grade,JEFFERSON,0101000000440DA661F8465AC070F700DD97CD4340
245,dist2,1790,COLOROW ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,010100000084ABCABE2B465AC0C8B5DAC35ECC4340
245,dist3,9008,UTE MEADOWS ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000D0D03FC1C5475AC0E06C01A1F5CA4340
246,dist1,1730,COAL CREEK CANYON K-8 ELEMENTARY SCHOOL,Kindergarten,8th Grade,JEFFERSON,01010000007033DC80CF565AC070D34A2190F34340
246,dist2,5944,MITCHELL ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,010100000070395E81E84E5AC09844F64196E14340
246,dist3,9429,WEST WOODS ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,01010000009402D2FE074C5AC068C47762D6E94340
247,dist1,2589,ELDORADO K-8 SCHOOL,Kindergarten,8th Grade,BOULDER,0101000000F8CC9200354A5AC0C86A9E23F2F54340
247,dist2,9678,WITT ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000344DD87E32475AC0A0DAA7E331F14340
247,dist3,8418,SUPERIOR ELEMENTARY SCHOOL,Kindergarten,5th Grade,BOULDER,0101000000B8D4415E0F4A5AC080936DE00EF84340
248,dist1,7462,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,Preschool,8th Grade,JEFFERSON,01010000009C32FE7DC6565AC06058A9A0A2D44340
248,dist2,9648,WILMOT ELEMENTARY SCHOOL,Preschool,5th Grade,JEFFERSON,0101000000545BEA20AF555AC0A8A17F828BCF4340
248,dist3,7238,RALSTON ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000F4DB9E20B1525AC0F8F09E03CBDB4340
249,dist1,6804,PARMALEE ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,01010000007C7E18213C515AC090E1EA0088D14340
249,dist2,7282,RED ROCKS ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000E0421EC18D4C5AC0E073D2FBC6D34340
249,dist3,5580,MARSHDALE ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,010100000064D009A183535AC0C06A65C22FCB4340
25,dist1,8422,SWANSEA ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000D81EBDE13E3D5AC0D08E54DFF9E34340
25,dist2,3778,INTERNATIONAL ACADEMY OF DENVER AT HARRINGTON,Preschool,5th Grade,DENVER,010100000068E55E60563D5AC080751C3F54E24340
25,dist3,6957,UNIVERSITY PREP - STEELE ST.,Preschool,5th Grade,DENVER,010100000018B14F00C53C5AC0700C3A2174E24340
250,dist1,5580,MARSHDALE ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,010100000064D009A183535AC0C06A65C22FCB4340
250,dist2,9424,WEST JEFFERSON ELEMENTARY SCHOOL,Preschool,5th Grade,JEFFERSON,01010000000827A25F5B535AC0487AC37DE4C44340
250,dist3,6804,PARMALEE ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,01010000007C7E18213C515AC090E1EA0088D14340
251,dist1,5222,LITTLE ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000347A354069445AC0285454FD4AED4340
251,dist2,7753,SEMPER ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,01010000008C17D2E121455AC0B0FE08C380EF4340
251,dist3,30,ADAMS ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,010100000024F04E3E3D445AC0F096E4805DEF4340
252,dist1,5580,MARSHDALE ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,010100000064D009A183535AC0C06A65C22FCB4340
252,dist2,9424,WEST JEFFERSON ELEMENTARY SCHOOL,Preschool,5th Grade,JEFFERSON,01010000000827A25F5B535AC0487AC37DE4C44340
252,dist3,9648,WILMOT ELEMENTARY SCHOOL,Preschool,5th Grade,JEFFERSON,0101000000545BEA20AF555AC0A8A17F828BCF4340
253,dist1,2616,ELK CREEK ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,01010000007C99EFE027585AC0F81400E319BC4340
253,dist2,9424,WEST JEFFERSON ELEMENTARY SCHOOL,Preschool,5th Grade,JEFFERSON,01010000000827A25F5B535AC0487AC37DE4C44340
253,dist3,5580,MARSHDALE ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,010100000064D009A183535AC0C06A65C22FCB4340
254,dist1,7701,COLLEGIATE ACADEMY OF COLORADO,Kindergarten,12th Grade,JEFFERSON,0101000000FC1186014B475AC0E063778192C84340
254,dist2,7780,SHAFFER ELEMENTARY SCHOOL,Preschool,5th Grade,JEFFERSON,0101000000D81B7C6132475AC06085949F54C94340
254,dist3,6133,MORTENSEN ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000BC5B2041F1465AC0B0AD2D3C2FC94340
255,dist1,2616,ELK CREEK ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,01010000007C99EFE027585AC0F81400E319BC4340
255,dist2,9424,WEST JEFFERSON ELEMENTARY SCHOOL,Preschool,5th Grade,JEFFERSON,01010000000827A25F5B535AC0487AC37DE4C44340
255,dist3,5580,MARSHDALE ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,010100000064D009A183535AC0C06A65C22FCB4340
256,dist1,9424,WEST JEFFERSON ELEMENTARY SCHOOL,Preschool,5th Grade,JEFFERSON,01010000000827A25F5B535AC0487AC37DE4C44340
256,dist2,5580,MARSHDALE ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,010100000064D009A183535AC0C06A65C22FCB4340
256,dist3,7701,COLLEGIATE ACADEMY OF COLORADO,Kindergarten,12th Grade,JEFFERSON,0101000000FC1186014B475AC0E063778192C84340
257,dist1,4402,JEFFERSON ACADEMY ELEMENTARY,Kindergarten,6th Grade,JEFFERSON,0101000000781893FE5E455AC000A67EDE54F04340
257,dist2,7753,SEMPER ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,01010000008C17D2E121455AC0B0FE08C380EF4340
257,dist3,30,ADAMS ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,010100000024F04E3E3D445AC0F096E4805DEF4340
258,dist1,6828,PECK ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,010100000070E5EC9DD1455AC070300DC347E84340
258,dist2,2189,DORAL ACADEMY OF COLORADO,Kindergarten,7th Grade,JEFFERSON,010100000038ADA23F34455AC030D4282499E94340
258,dist3,7708,SECREST ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,010100000060AC36FFAF445AC0A0232BBF0CE84340
259,dist1,8300,STOTT ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000A48CB80034495AC0209FC9FE79E84340
259,dist2,9052,VAN ARSDALE ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,01010000008CDB68006F495AC040AAEFFCA2EA4340
259,dist3,3216,FREMONT ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000C86471FF91485AC0A8F8BF232AE84340
26,dist1,8945,UNIVERSITY PREP - ARAPAHOE ST.,Kindergarten,5th Grade,DENVER,0101000000C016F4DE183F5AC0B0AD9FFEB3E04340
26,dist2,3426,GILPIN MONTESSORI PUBLIC SCHOOL,Preschool,6th Grade,DENVER,010100000014CC5F21733E5AC0B0EFFCA204E14340
26,dist3,2027,POLARIS AT EBERT ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000149337C0CC3E5AC0E81E12BEF7DF4340
260,dist1,9429,WEST WOODS ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,01010000009402D2FE074C5AC068C47762D6E94340
260,dist2,8300,STOTT ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000A48CB80034495AC0209FC9FE79E84340
260,dist3,9052,VAN ARSDALE ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,01010000008CDB68006F495AC040AAEFFCA2EA4340
261,dist1,2866,FAIRMOUNT ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000082AE3DF674B5AC0F88A5242B0E44340
261,dist2,4802,KULLERSTRAND ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000F8DB9E20B1485AC020363CBD52E24340
261,dist3,1880,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,010100000088D51F61184C5AC068A9674128E34340
262,dist1,1880,COMPASS MONTESSORI - GOLDEN CHARTER SCHOOL,Preschool,12th Grade,JEFFERSON,010100000088D51F61184C5AC068A9674128E34340
262,dist2,2866,FAIRMOUNT ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000082AE3DF674B5AC0F88A5242B0E44340
262,dist3,5944,MITCHELL ELEMENTARY SCHOOL,Kindergarten,5th Grade,JEFFERSON,010100000070395E81E84E5AC09844F64196E14340
263,dist1,8036,SOBESKY ACADEMY,Kindergarten,12th Grade,JEFFERSON,010100000060D9CC21A9465AC0889CBE9EAFDF4340
263,dist2,7962,SLATER ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,01010000000836AE7FD7465AC0D8183BE125E04340
263,dist3,2550,EIBER ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000A86E2EFEB6465AC018DF347D76DE4340
264,dist1,8276,STOBER ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000A8F2CB608C485AC030FFCC203EE04340
264,dist2,9154,VIVIAN ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,010100000034984D8061485AC0E00968226CE04340
264,dist3,5415,ROCKY MOUNTAIN DEAF SCHOOL,Preschool,12th Grade,JEFFERSON,0101000000545837DE1D495AC0C06D6DE179DF4340
265,dist1,5354,LUMBERG ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000EC48F59D5F445AC060CAF962EFDF4340
265,dist2,2496,EDGEWATER ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000C00D315EF3435AC048499D8026E04340
265,dist3,8223,STEVENS ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,010100000058915F3FC4445AC00894313ECCE24340
266,dist1,8248,EMORY ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000609A22C0E9445AC0E8092FC1A9DB4340
266,dist2,5004,LASLEY ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,010100000020FFCC203E445AC0E0CAD93BA3DB4340
266,dist3,8102,SOUTH LAKEWOOD ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,010100000030478FDFDB455AC0E81E12BEF7DB4340
267,dist1,3025,FOOTHILLS ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000FC14C78157495AC0F0F62004E4D94340
267,dist2,4190,HUTCHINSON ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000F090628044495AC0E8A0F65B3BD74340
267,dist3,7483,ROONEY RANCH ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,01010000000812143FC6495AC0608BDD3EABD64340
268,dist1,660,BEAR CREEK K-8 SCHOOL,Kindergarten,8th Grade,JEFFERSON,0101000000E03C635FB2465AC070CA87A06AD44340
268,dist2,9412,WESTGATE ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,01010000002C2CB81FF0455AC0F88A6EBDA6D54340
268,dist3,3622,GREEN GABLES ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,010100000068B27F9E06465AC0B8C821E2E6D64340
269,dist1,1382,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,Kindergarten,5th Grade,ARAPAHOE,01010000003CEC4CA1F3415AC0A88F4E5DF9CE4340
269,dist2,4498,KAISER ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000BC4CDBBFB2425AC078CD1DFD2FD14340
269,dist3,9600,WILDER ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000308CBB41B4425AC0381763601DCD4340
27,dist1,4498,KAISER ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000BC4CDBBFB2425AC078CD1DFD2FD14340
27,dist2,7554,SABIN WORLD SCHOOL,Preschool,5th Grade,DENVER,0101000000282FF99FFC425AC088C64CA25ED44340
27,dist3,8888,TRAYLOR ACADEMY,Preschool,5th Grade,DENVER,010100000034622D3E05445AC0B819A721AAD44340
270,dist1,1652,CLAYTON ELEMENTARY SCHOOL,Kindergarten,6th Grade,ARAPAHOE,0101000000807B65DEAA3F5AC010D369DD06D14340
270,dist2,1556,CHERRELYN ELEMENTARY SCHOOL,Kindergarten,6th Grade,ARAPAHOE,010100000058880E81233F5AC0C840102043D14340
270,dist3,4498,KAISER ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000BC4CDBBFB2425AC078CD1DFD2FD14340
271,dist1,1382,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,Kindergarten,5th Grade,ARAPAHOE,01010000003CEC4CA1F3415AC0A88F4E5DF9CE4340
271,dist2,8064,MOODY ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000145D177E70405AC0F099B33EE5CC4340
271,dist3,9600,WILDER ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000308CBB41B4425AC0381763601DCD4340
272,dist1,8064,MOODY ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000145D177E70405AC0F099B33EE5CC4340
272,dist2,2382,EAST ELEMENTARY SCHOOL,Kindergarten,5th Grade,ARAPAHOE,01010000003CB9A640663F5AC0B028ECA2E8CD4340
272,dist3,1382,CENTENNIAL ACADEMY OF FINE ARTS EDUCATION,Kindergarten,5th Grade,ARAPAHOE,01010000003CEC4CA1F3415AC0A88F4E5DF9CE4340
273,dist1,2382,EAST ELEMENTARY SCHOOL,Kindergarten,5th Grade,ARAPAHOE,01010000003CB9A640663F5AC0B028ECA2E8CD4340
273,dist2,8064,MOODY ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000145D177E70405AC0F099B33EE5CC4340
273,dist3,5233,LITTLETON PREP CHARTER SCHOOL,Preschool,8th Grade,ARAPAHOE,010100000068E89FE0623F5AC06085949F54CF4340
274,dist1,7518,RUNYON ELEMENTARY SCHOOL,Kindergarten,5th Grade,ARAPAHOE,0101000000808769DFDC3F5AC08066F4A3E1CA4340
274,dist2,8064,MOODY ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000145D177E70405AC0F099B33EE5CC4340
274,dist3,5229,LITTLETON ACADEMY,Kindergarten,8th Grade,ARAPAHOE,010100000050FEEE1D35405AC048AA285E65C94340
275,dist1,9600,WILDER ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000308CBB41B4425AC0381763601DCD4340
275,dist2,6286,NORMANDY ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000D85AED612F445AC0E0E2E13D07CC4340
275,dist3,1861,COLUMBINE HILLS ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,0101000000104E0B5EF4435AC0583A9160AAC94340
276,dist1,5229,LITTLETON ACADEMY,Kindergarten,8th Grade,ARAPAHOE,010100000050FEEE1D35405AC048AA285E65C94340
276,dist2,135,BEN FRANKLIN ACADEMY,Preschool,8th Grade,DOUGLAS,01010000000024D3A1D3405AC020F032C346C74340
276,dist3,7518,RUNYON ELEMENTARY SCHOOL,Kindergarten,5th Grade,ARAPAHOE,0101000000808769DFDC3F5AC08066F4A3E1CA4340
277,dist1,8842,THORNTON ELEMENTARY SCHOOL,Preschool,5th Grade,ADAMS,0101000000EC48F59D5F3E5AC0C816821C94EE4340
277,dist2,5706,MC ELWAIN ELEMENTARY SCHOOL,Kindergarten,5th Grade,ADAMS,010100000014A58460553E5AC02872A59E05ED4340
277,dist3,6376,NORTH STAR ELEMENTARY SCHOOL,Preschool,5th Grade,ADAMS,0101000000C073EFE1923F5AC06839D0436DED4340
278,dist1,2584,RIVERDALE ELEMENTARY SCHOOL,Preschool,5th Grade,ADAMS,010100000064EBE0606F3B5AC0D86A813D26F24340
278,dist2,502,MEADOW COMMUNITY SCHOOL,Preschool,8th Grade,ADAMS,010100000088BA0F406A3C5AC0C05E28603BEE4340
278,dist3,503,YORK INTERNATIONAL,Kindergarten,12th Grade,ADAMS,010100000040D7BE805E3D5AC0F02AA4FCA4EE4340
279,dist1,1013,BRANTNER ELEMENTARY SCHOOL,Preschool,5th Grade,ADAMS,0101000000DCFAE93F6B395AC0105A0F5F26F84340
279,dist2,9426,WEST RIDGE ELEMENTARY,Preschool,5th Grade,ADAMS,0101000000C88844A1653A5AC0889961A3ACF74340
279,dist3,2361,EAGLEVIEW ELEMENTARY SCHOOL,Kindergarten,5th Grade,ADAMS,010100000038AD1402B93B5AC010570740DCF74340
28,dist1,6508,OMAR D BLAIR CHARTER SCHOOL,Kindergarten,8th Grade,DENVER,0101000000A45C1ABFF0305AC0708BDD3EABE44340
28,dist2,8053,SOAR AT GREEN VALLEY RANCH,Kindergarten,5th Grade,DENVER,0101000000586133C005325AC040868E1D54E44340
28,dist3,5578,MARRAMA ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000070F1F09E03315AC008301004C8E24340
280,dist1,7795,SILVER CREEK ELEMENTARY,Kindergarten,5th Grade,ADAMS,0101000000C45565DF153D5AC0D876F700DDFB4340
280,dist2,7155,PRAIRIE HILLS ELEMENTARY SCHOOL,Kindergarten,5th Grade,ADAMS,0101000000C88844A1653C5AC09096AE601BF94340
280,dist3,2580,HUNTERS GLEN ELEMENTARY SCHOOL,Preschool,5th Grade,ADAMS,010100000028F38FBE493E5AC0D8C72764E7F74340
281,dist1,2918,FEDERAL HEIGHTS ELEMENTARY SCHOOL,Kindergarten,5th Grade,ADAMS,01010000005C5837DE1D415AC0007F6ABC74EF4340
281,dist2,4000,HILLCREST ELEMENTARY SCHOOL,Kindergarten,5th Grade,ADAMS,0101000000D80F786000405AC0706A12BC21F14340
281,dist3,8310,STEM LAUNCH,Kindergarten,8th Grade,ADAMS,01010000006CD921FE61405AC048E9D2BF24EF4340
282,dist1,1788,COLLEGE VIEW ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000945C8C8175415AC0B086A8C29FD54340
282,dist2,3704,GUST ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000008C1150E108425AC0487D76C075D54340
282,dist3,9620,WM E BISHOP ELEMENTARY SCHOOL,Kindergarten,6th Grade,ARAPAHOE,01010000000806103E943F5AC0B07F2C4487D44340
283,dist1,6546,OPTIONS SCHOOL,Kindergarten,12th Grade,ADAMS,010100000090DE701FB9365AC078EBA7FFACDF4340
283,dist2,6068,MONTVIEW MATH & HEALTH SCIENCES ELEMENTARY SCHOOL,Preschool,5th Grade,ADAMS,01010000002C3B8BDEA9365AC04023F59ECADF4340
283,dist3,6728,PARIS ELEMENTARY SCHOOL,Preschool,5th Grade,ADAMS,010100000040F295404A365AC0A09273620FDF4340
284,dist1,4646,KENTON ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000D0B2EE1F0B375AC02866683C11DE4340
284,dist2,6869,PEORIA ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000D4FD63213A365AC0288D0A9C6CDD4340
284,dist3,914,BOSTON K-8 SCHOOL,Preschool,8th Grade,ARAPAHOE,0101000000A8CB290131375AC0601CCEFC6ADE4340
285,dist1,6970,FLORIDA PITT-WALLER ECE-8 SCHOOL,Preschool,8th Grade,DENVER,01010000009850C1E1052F5AC04002637D03E54340
285,dist2,3641,GREEN VALLEY ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000C47C7901F62F5AC080FD497CEEE24340
285,dist3,5578,MARRAMA ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000070F1F09E03315AC008301004C8E24340
287,dist1,2618,ELKHART ELEMENTARY SCHOOL,Kindergarten,5th Grade,ARAPAHOE,0101000000541F48DE39345AC068C7F143A5DD4340
287,dist2,214,ALTURA ELEMENTARY SCHOOL,Preschool,5th Grade,ADAMS,010100000050880E8123345AC000C710001CDF4340
287,dist3,7932,SIXTH AVENUE ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,010100000068DC9BDF30355AC0F093313ECCDC4340
