nhid,dist,sch_cd,School_Name,Lowest_Grade,Highest_Grade,COUNTY,geometry
7,dist3,8242,STEELE ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000D08E1B7E373E5AC008705E9CF8DA4340
70,dist1,8242,STEELE ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000D08E1B7E373E5AC008705E9CF8DA4340
70,dist2,5158,LINCOLN ELEMENTARY SCHOOL,Preschool,6th Grade,DENVER,01010000007893A641D13E5AC0D842908312DA4340
70,dist3,5702,MC KINLEY-THATCHER ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000B4FB5580EF3E5AC0D007AF5DDAD84340
71,dist1,5158,LINCOLN ELEMENTARY SCHOOL,Preschool,6th Grade,DENVER,01010000007893A641D13E5AC0D842908312DA4340
71,dist2,5702,MC KINLEY-THATCHER ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000B4FB5580EF3E5AC0D007AF5DDAD84340
71,dist3,8242,STEELE ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000D08E1B7E373E5AC008705E9CF8DA4340
72,dist1,5716,MC MEEN ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000088AE44A0FA3A5AC090CCEA1D6ED94340
72,dist2,2125,DENVER GREEN SCHOOL,Preschool,8th Grade,DENVER,0101000000B00DDC813A3A5AC0E833A0DE8CDA4340
72,dist3,7045,PLACE BRIDGE ACADEMY,Preschool,8th Grade,DENVER,0101000000E0067C7E183A5AC08048BF7D1DD84340
73,dist1,7972,SLAVENS K-8 SCHOOL,Kindergarten,8th Grade,DENVER,0101000000900B957F2D3D5AC078D311C0CDD44340
73,dist2,8970,UNIVERSITY PARK ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,010100000014967840D93C5AC01814CD0358D64340
73,dist3,964,BRADLEY INTERNATIONAL SCHOOL,Preschool,5th Grade,DENVER,0101000000285F5E807D3B5AC0204548DDCED44340
74,dist1,1774,COLFAX ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000008484285FD0425AC05876887FD8DE4340
74,dist2,1528,CHELTENHAM ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000038B01C2103425AC05892205C01DF4340
74,dist3,1928,COWELL ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000740CC85EEF425AC0C8E2FE23D3DD4340
75,dist1,2506,EDISON ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000003456629E95425AC0009772BED8E14340
75,dist2,1345,CESAR CHAVEZ ACADEMY DENVER,Kindergarten,8th Grade,DENVER,0101000000C473B680D0425AC0E857738060E24340
75,dist3,1076,BROWN INTERNATIONAL ACADEMY,Preschool,5th Grade,DENVER,010100000088FCFA2136425AC0D8B260E28FE04340
76,dist1,9496,CASTRO ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000041EDFDE35425AC078A0F99CBBD94340
76,dist2,4762,KNAPP ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,0101000000F49CF4BEF1425AC0981403249ADA4340
76,dist3,6188,MUNROE ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000090E4B9BE0F425AC0F072F56393DA4340
77,dist1,9548,WHITTIER K-8 SCHOOL,Preschool,8th Grade,DENVER,010100000040F295404A3E5AC0E0A9B9DC60E04340
77,dist2,3426,GILPIN MONTESSORI PUBLIC SCHOOL,Preschool,6th Grade,DENVER,010100000014CC5F21733E5AC0B0EFFCA204E14340
77,dist3,1785,COLE ARTS AND SCIENCE ACADEMY,Preschool,5th Grade,DENVER,0101000000B82231410D3E5AC090EDEE01BAE14340
78,dist1,1510,CHALLENGE SCHOOL,Preschool,8th Grade,ARAPAHOE,010100000060730E9E09385AC07069FCC22BD94340
78,dist2,5342,LOWRY ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000001C9947FE60395AC068CAC0012DDB4340
78,dist3,2125,DENVER GREEN SCHOOL,Preschool,8th Grade,DENVER,0101000000B00DDC813A3A5AC0E833A0DE8CDA4340
79,dist1,9600,WILDER ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000308CBB41B4425AC0381763601DCD4340
79,dist2,6286,NORMANDY ELEMENTARY SCHOOL,Kindergarten,6th Grade,JEFFERSON,0101000000D85AED612F445AC0E0E2E13D07CC4340
79,dist3,5036,LEAWOOD ELEMENTARY SCHOOL,Preschool,6th Grade,JEFFERSON,01010000005CCAC0012D445AC068A69883A0CD4340
8,dist1,1400,CENTENNIAL A SCHOOL FOR EXPEDITIONARY LEARNING,Preschool,5th Grade,DENVER,0101000000284A09C1AA425AC030C3F17C06E44340
8,dist2,1345,CESAR CHAVEZ ACADEMY DENVER,Kindergarten,8th Grade,DENVER,0101000000C473B680D0425AC0E857738060E24340
8,dist3,2506,EDISON ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000003456629E95425AC0009772BED8E14340
83,dist1,4062,HOLLY HILLS ELEMENTARY SCHOOL,Preschool,5th Grade,ARAPAHOE,0101000000746CCB80B33A5AC010E8BE9CD9D44340
83,dist2,964,BRADLEY INTERNATIONAL SCHOOL,Preschool,5th Grade,DENVER,0101000000285F5E807D3B5AC0204548DDCED44340
83,dist3,3987,HIGHLINE ACADEMY SOUTHEAST,Kindergarten,8th Grade,DENVER,01010000009026DE019E3B5AC0F0EE737CB4D64340
86,dist1,7241,ROCKY MOUNTAIN PREP: CREEKSIDE,Preschool,5th Grade,DENVER,0101000000941799805F395AC08048F8DEDFD64340
86,dist2,7045,PLACE BRIDGE ACADEMY,Preschool,8th Grade,DENVER,0101000000E0067C7E183A5AC08048BF7D1DD84340
86,dist3,1510,CHALLENGE SCHOOL,Preschool,8th Grade,ARAPAHOE,010100000060730E9E09385AC07069FCC22BD94340
89,dist1,5716,MC MEEN ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,010100000088AE44A0FA3A5AC090CCEA1D6ED94340
89,dist2,1324,CARSON ELEMENTARY SCHOOL,Preschool,5th Grade,DENVER,01010000008099EFE0273B5AC09847FE60E0DB4340
89,dist3,3698,CREATIVITY CHALLENGE COMMUNITY,Kindergarten,5th Grade,DENVER,0101000000F490291F823C5AC008185DDE1CD84340
9,dist1,6088,DORA MOORE ECE-8 SCHOOL,Preschool,8th Grade,DENVER,01010000008CD5E6FF553E5AC0B0E908E066DD4340
9,dist2,2207,DOWNTOWN DENVER EXPEDITIONARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000E475C4211B3F5AC0A89BFD8172DF4340
9,dist3,2027,POLARIS AT EBERT ELEMENTARY SCHOOL,Kindergarten,5th Grade,DENVER,0101000000149337C0CC3E5AC0E81E12BEF7DF4340
91,dist1,4973,LAREDO ELEMENTARY SCHOOL,Kindergarten,5th Grade,ARAPAHOE,0101000000D0AF743E3C335AC0C873284355DE4340
91,dist2,2618,ELKHART ELEMENTARY SCHOOL,Kindergarten,5th Grade,ARAPAHOE,0101000000541F48DE39345AC068C7F143A5DD4340
91,dist3,214,ALTURA ELEMENTARY SCHOOL,Preschool,5th Grade,ADAMS,010100000050880E8123345AC000C710001CDF4340
99,dist1,1914,COTTON CREEK ELEMENTARY SCHOOL,Kindergarten,5th Grade,ADAMS,0101000000480A65E1EB425AC0C0E3F8A1D2F24340
99,dist2,15,ACADEMY OF CHARTER SCHOOLS,Preschool,12th Grade,ADAMS,0101000000E05AED612F425AC0F06C567DAEF44340
99,dist3,2582,ROCKY MOUNTAIN ELEMENTARY SCHOOL,Kindergarten,5th Grade,ADAMS,01010000000C60CAC001425AC0E8C70A7E1BF04340
